613,617
646,650
700,722
750,757
838,848
864,869
879,883
904,908
920,924
972,982
994,1005
1035,1042
1089,1100
1172,1189
1214,1220
1248,1254
1294,1299
1339,1351
1359,1365
1391,1402
1438,1462
